,pick,pick-perc,win,win-perc,leader,leader-perc,banned,banned-perc,first,first-perc,last,last-perc,1p-win,1p-win-perc,5p-win,5p-win-perc,user,enemy,opp_pick,opp_pick-perc,opp_win,opp_win-perc,opp_leader,opp_leader-perc,opp_banned,opp_banned-perc,opp_first,opp_first-perc,opp_last,opp_last-perc,opp_1p-win,opp_1p-win-perc,opp_5p-win,opp_5p-win-perc,pick_perc,win_perc,leader_perc,banned_perc,opp_pick_perc,opp_win_perc,opp_leader_perc,opp_banned_perc
Asima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,100.0
Ethna,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,<--,-->,3,0,3,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,6.666666666666667,100.0,0.0,100.0,20.0,100.0,0.0,33.33333333333333
ShiHou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,0.0
Jager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,0.0
Sian,1,0,1,0,0,0,1,0,0,0.0,1,100.0,0,0,1,100.0,<--,-->,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666666667,100.0,0.0,100.0,0.0,,,
Ganymede,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,2,0,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,13.333333333333334,100.0,0.0,0.0
Artamiel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,100.0,0.0
NF_23513,1,0,1,0,0,0,0,0,0,0.0,1,100.0,0,0,1,100.0,<--,-->,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,6.666666666666667,100.0,0.0,0.0,6.666666666666667,100.0,0.0,0.0
Illiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,0.0
Hathor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,2,0,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,13.333333333333334,100.0,0.0,0.0
Yeonhong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,100.0,0.0
Loren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,0.0
Leo,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,<--,-->,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666666666667,100.0,0.0,100.0,0.0,,,
Bastet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,0,0,1,100.0,0,0.0,0,0.0,0,0,0.0,,,,6.666666666666667,100.0,0.0,0.0
Tablo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,100.0,0.0
Jamire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,0.0
Miho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,100.0
NF_23512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,0.0
Giana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,100.0
Draco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,0.0
Trinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,100.0,0.0
Eludia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,100.0
NF_23511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,2,0,2,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,13.333333333333334,100.0,0.0,50.0
Racuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<--,-->,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,,,,6.666666666666667,100.0,0.0,0.0
